transaction_id,transaction_date,txn_year,txn_month,txn_month_name,txn_quarter,product_id,product_name,category,region,city,state,customer_id,customer_name,customer_segment,age_group,gender,loyalty_tier,tenure_band,quantity,unit_price,discount,discount_band,net_revenue,total_revenue,status,is_returned,is_active_customer,created_at
TXN0175,2024-01-24,2024,1,Jan,1,P002,Mouse,ACCESSORIES,EAST,Hyderabad,Telangana,CUST076,Customer_76 Lastname_76,Regular,31-40,MALE,Silver,Loyal,5,850.0,0.17,Medium (10-20%),3527.5,3527.5,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0176,2024-03-11,2024,3,Mar,1,P007,USB Hub,ACCESSORIES,SOUTH,Ahmedabad,Gujarat,CUST027,Customer_27 Lastname_27,Occasional,22-30,FEMALE,Bronze,Loyal,10,1200.0,0.01,Low (0-10%),11880.0,11880.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0177,2024-03-30,2024,3,Mar,1,P005,Headphones,PERIPHERALS,WEST,Chennai,Tamil Nadu,CUST064,Customer_64 Lastname_64,Regular,41-50,OTHER,Gold,Loyal,6,4500.0,0.03,Low (0-10%),26190.0,26190.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0178,2024-02-06,2024,2,Feb,1,P007,USB Hub,PERIPHERALS,EAST,Mumbai,Maharashtra,CUST065,Customer_65 Lastname_65,Premium,22-30,OTHER,Bronze,Loyal,9,1200.0,0.18,Medium (10-20%),8856.0,8856.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0179,2024-10-20,2024,10,Oct,4,P001,Laptop,ACCESSORIES,WEST,Chennai,Tamil Nadu,CUST010,Customer_10 Lastname_10,Premium,51+,FEMALE,Gold,Loyal,7,75000.0,0.0,No Discount,525000.0,525000.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0180,2024-11-12,2024,11,Nov,4,P007,USB Hub,ACCESSORIES,SOUTH,Mumbai,Maharashtra,CUST003,Customer_3 Lastname_3,Regular,31-40,MALE,Bronze,Loyal,5,1200.0,0.03,Low (0-10%),5820.0,5820.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0181,2024-10-28,2024,10,Oct,4,P006,Webcam,ELECTRONICS,WEST,Hyderabad,Telangana,CUST014,Customer_14 Lastname_14,Premium,41-50,OTHER,Bronze,Loyal,2,3200.0,0.11,Medium (10-20%),5696.0,5696.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0182,2024-06-19,2024,6,Jun,2,P002,Mouse,ACCESSORIES,SOUTH,Chennai,Tamil Nadu,CUST096,Customer_96 Lastname_96,Occasional,41-50,OTHER,Bronze,Loyal,7,850.0,0.22,High (20%+),4641.0,4641.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0183,2024-06-27,2024,6,Jun,2,P002,Mouse,PERIPHERALS,SOUTH,Bangalore,Karnataka,CUST068,Customer_68 Lastname_68,Occasional,51+,FEMALE,Silver,Loyal,9,850.0,0.16,Medium (10-20%),6426.0,6426.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0184,2024-11-04,2024,11,Nov,4,P003,Keyboard,ELECTRONICS,SOUTH,Delhi,Delhi,CUST033,Customer_33 Lastname_33,Premium,31-40,MALE,Gold,Loyal,4,2500.0,0.03,Low (0-10%),9700.0,9700.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0185,2024-10-15,2024,10,Oct,4,P002,Mouse,ACCESSORIES,WEST,Mumbai,Maharashtra,CUST081,Customer_81 Lastname_81,Regular,51+,OTHER,Silver,Loyal,3,850.0,0.24,High (20%+),1938.0,1938.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0186,2024-03-18,2024,3,Mar,1,P008,SSD Drive,ACCESSORIES,EAST,Mumbai,Maharashtra,CUST080,Customer_80 Lastname_80,Occasional,22-30,OTHER,Gold,Loyal,10,6500.0,0.16,Medium (10-20%),54600.0,54600.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0187,2024-06-29,2024,6,Jun,2,P002,Mouse,ACCESSORIES,NORTH,Ahmedabad,Gujarat,CUST039,Customer_39 Lastname_39,Occasional,41-50,OTHER,Gold,Loyal,8,850.0,0.11,Medium (10-20%),6052.0,6052.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0188,2024-05-26,2024,5,May,2,P002,Mouse,ELECTRONICS,EAST,Mumbai,Maharashtra,CUST005,Customer_5 Lastname_5,Regular,41-50,FEMALE,Silver,Loyal,5,850.0,0.12,Medium (10-20%),3740.0,3740.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0189,2024-08-18,2024,8,Aug,3,P002,Mouse,ACCESSORIES,NORTH,Bangalore,Karnataka,CUST050,Customer_50 Lastname_50,Premium,31-40,OTHER,Silver,Loyal,10,850.0,0.15,Medium (10-20%),7225.0,7225.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0190,2024-08-18,2024,8,Aug,3,P004,Monitor,ELECTRONICS,NORTH,Mumbai,Maharashtra,CUST065,Customer_65 Lastname_65,Premium,22-30,OTHER,Bronze,Loyal,6,18000.0,0.15,Medium (10-20%),91800.0,91800.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0191,2024-12-28,2024,12,Dec,4,P006,Webcam,ELECTRONICS,SOUTH,Hyderabad,Telangana,CUST023,Customer_23 Lastname_23,Occasional,41-50,MALE,Bronze,Loyal,2,3200.0,0.13,Medium (10-20%),5568.0,5568.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0192,2024-05-24,2024,5,May,2,P008,SSD Drive,ACCESSORIES,EAST,Hyderabad,Telangana,CUST021,Customer_21 Lastname_21,Occasional,51+,OTHER,Gold,Loyal,9,6500.0,0.0,No Discount,58500.0,50895.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0193,2024-02-03,2024,2,Feb,1,P007,USB Hub,PERIPHERALS,EAST,Pune,Maharashtra,CUST007,Customer_7 Lastname_7,Occasional,51+,FEMALE,Gold,Loyal,6,1200.0,0.17,Medium (10-20%),5976.0,5976.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0194,2024-06-19,2024,6,Jun,2,P002,Mouse,ACCESSORIES,SOUTH,Kolkata,West Bengal,CUST037,Customer_37 Lastname_37,Regular,51+,OTHER,Gold,Loyal,9,850.0,0.17,Medium (10-20%),6349.5,6349.5,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0195,2024-03-07,2024,3,Mar,1,P003,Keyboard,PERIPHERALS,WEST,Ahmedabad,Gujarat,CUST084,Customer_84 Lastname_84,Occasional,51+,OTHER,Silver,Loyal,6,2500.0,0.08,Low (0-10%),13800.0,13800.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
TXN0196,2024-12-09,2024,12,Dec,4,P002,Mouse,ACCESSORIES,SOUTH,Pune,Maharashtra,CUST083,Customer_83 Lastname_83,Premium,22-30,OTHER,Silver,Loyal,5,850.0,0.14,Medium (10-20%),3655.0,3655.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0197,2024-04-02,2024,4,Apr,2,P002,Mouse,ACCESSORIES,EAST,Mumbai,Maharashtra,CUST003,Customer_3 Lastname_3,Regular,31-40,MALE,Bronze,Loyal,7,850.0,0.13,Medium (10-20%),5176.5,5176.5,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0198,2024-05-31,2024,5,May,2,P006,Webcam,ELECTRONICS,NORTH,Kolkata,West Bengal,CUST018,Customer_18 Lastname_18,Regular,31-40,MALE,Gold,Loyal,8,3200.0,0.05,Low (0-10%),24320.0,24320.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0199,2024-03-19,2024,3,Mar,1,P001,Laptop,ELECTRONICS,WEST,Mumbai,Maharashtra,CUST080,Customer_80 Lastname_80,Occasional,22-30,OTHER,Gold,Loyal,6,75000.0,0.22,High (20%+),351000.0,351000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0200,2024-01-23,2024,1,Jan,1,P003,Keyboard,PERIPHERALS,WEST,Hyderabad,Telangana,CUST022,Customer_22 Lastname_22,Occasional,22-30,FEMALE,Silver,Loyal,10,2500.0,0.2,Medium (10-20%),20000.0,20000.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0201,2024-04-29,2024,4,Apr,2,P006,Webcam,ACCESSORIES,WEST,Delhi,Delhi,CUST079,Customer_79 Lastname_79,Regular,51+,MALE,Bronze,Loyal,4,3200.0,0.24,High (20%+),9728.0,9728.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0202,2024-12-13,2024,12,Dec,4,P004,Monitor,ELECTRONICS,EAST,Delhi,Delhi,CUST061,Customer_61 Lastname_61,Regular,31-40,OTHER,Bronze,Loyal,5,18000.0,0.24,High (20%+),68400.0,68400.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0203,2024-03-23,2024,3,Mar,1,P008,SSD Drive,ACCESSORIES,WEST,Pune,Maharashtra,CUST100,Customer_100 Lastname_100,Premium,22-30,MALE,Gold,Loyal,8,6500.0,0.19,Medium (10-20%),42120.0,42120.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0204,2024-12-30,2024,12,Dec,4,P003,Keyboard,ACCESSORIES,NORTH,Pune,Maharashtra,CUST062,Customer_62 Lastname_62,Regular,31-40,MALE,Silver,Loyal,5,2500.0,0.01,Low (0-10%),12375.0,12375.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0205,2024-09-19,2024,9,Sep,3,P002,Mouse,ACCESSORIES,WEST,Hyderabad,Telangana,CUST021,Customer_21 Lastname_21,Occasional,51+,OTHER,Gold,Loyal,5,850.0,0.02,Low (0-10%),4165.0,4165.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0206,2024-01-14,2024,1,Jan,1,P007,USB Hub,ACCESSORIES,EAST,Bangalore,Karnataka,CUST029,Customer_29 Lastname_29,Regular,51+,FEMALE,Bronze,Loyal,2,1200.0,0.24,High (20%+),1824.0,1824.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0207,2024-07-10,2024,7,Jul,3,P001,Laptop,ACCESSORIES,NORTH,Delhi,Delhi,CUST031,Customer_31 Lastname_31,Regular,31-40,MALE,Silver,Loyal,7,75000.0,0.13,Medium (10-20%),456750.0,456750.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0208,2024-03-15,2024,3,Mar,1,P001,Laptop,PERIPHERALS,EAST,Kolkata,West Bengal,CUST092,Customer_92 Lastname_92,Premium,51+,OTHER,Silver,Loyal,6,75000.0,0.23,High (20%+),346500.0,346500.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0209,2024-12-27,2024,12,Dec,4,P001,Laptop,PERIPHERALS,SOUTH,Delhi,Delhi,CUST061,Customer_61 Lastname_61,Regular,31-40,OTHER,Bronze,Loyal,5,75000.0,0.23,High (20%+),288750.0,288750.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0210,2024-04-20,2024,4,Apr,2,P008,SSD Drive,ELECTRONICS,EAST,Bangalore,Karnataka,CUST011,Customer_11 Lastname_11,Occasional,22-30,MALE,Gold,Loyal,10,6500.0,0.0,No Discount,65000.0,65000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0211,2024-01-25,2024,1,Jan,1,P007,USB Hub,ACCESSORIES,NORTH,Delhi,Delhi,CUST031,Customer_31 Lastname_31,Regular,31-40,MALE,Silver,Loyal,2,1200.0,0.19,Medium (10-20%),1944.0,1944.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0212,2024-11-19,2024,11,Nov,4,P007,USB Hub,ACCESSORIES,NORTH,Mumbai,Maharashtra,CUST015,Customer_15 Lastname_15,Regular,31-40,FEMALE,Gold,Loyal,10,1200.0,0.11,Medium (10-20%),10680.0,10680.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0213,2024-05-03,2024,5,May,2,P004,Monitor,PERIPHERALS,EAST,Hyderabad,Telangana,CUST001,Customer_1 Lastname_1,Regular,22-30,FEMALE,Silver,Loyal,3,18000.0,0.07,Low (0-10%),50220.0,50220.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0214,2024-02-04,2024,2,Feb,1,P007,USB Hub,PERIPHERALS,EAST,Bangalore,Karnataka,CUST011,Customer_11 Lastname_11,Occasional,22-30,MALE,Gold,Loyal,3,1200.0,0.17,Medium (10-20%),2988.0,2988.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0215,2024-07-10,2024,7,Jul,3,P001,Laptop,PERIPHERALS,WEST,Ahmedabad,Gujarat,CUST006,Customer_6 Lastname_6,Occasional,31-40,OTHER,Bronze,Loyal,7,75000.0,0.22,High (20%+),409500.0,409500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0216,2024-10-24,2024,10,Oct,4,P001,Laptop,ELECTRONICS,NORTH,Mumbai,Maharashtra,CUST045,Customer_45 Lastname_45,Premium,31-40,OTHER,Silver,Loyal,6,75000.0,0.2,Medium (10-20%),360000.0,360000.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0217,2024-12-16,2024,12,Dec,4,P003,Keyboard,PERIPHERALS,SOUTH,Mumbai,Maharashtra,CUST044,Customer_44 Lastname_44,Occasional,31-40,FEMALE,Silver,Loyal,1,2500.0,0.09,Low (0-10%),2275.0,2275.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0218,2024-01-19,2024,1,Jan,1,P008,SSD Drive,PERIPHERALS,WEST,Bangalore,Karnataka,CUST009,Customer_9 Lastname_9,Premium,31-40,OTHER,Silver,Loyal,3,6500.0,0.2,Medium (10-20%),15600.0,15600.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0219,2024-09-20,2024,9,Sep,3,P004,Monitor,ACCESSORIES,EAST,Ahmedabad,Gujarat,CUST006,Customer_6 Lastname_6,Occasional,31-40,OTHER,Bronze,Loyal,1,18000.0,0.2,Medium (10-20%),14400.0,14400.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0220,2024-07-01,2024,7,Jul,3,P008,SSD Drive,ELECTRONICS,EAST,Pune,Maharashtra,CUST083,Customer_83 Lastname_83,Premium,22-30,OTHER,Silver,Loyal,5,6500.0,0.01,Low (0-10%),32175.0,32175.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0221,2024-08-13,2024,8,Aug,3,P006,Webcam,ACCESSORIES,WEST,Pune,Maharashtra,CUST048,Customer_48 Lastname_48,Premium,41-50,OTHER,Bronze,Loyal,5,3200.0,0.03,Low (0-10%),15520.0,15520.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0222,2024-02-12,2024,2,Feb,1,P006,Webcam,ACCESSORIES,EAST,Chennai,Tamil Nadu,CUST064,Customer_64 Lastname_64,Regular,41-50,OTHER,Gold,Loyal,3,3200.0,0.12,Medium (10-20%),8448.0,8448.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0223,2024-06-13,2024,6,Jun,2,P002,Mouse,PERIPHERALS,EAST,Kolkata,West Bengal,CUST024,Customer_24 Lastname_24,Premium,51+,MALE,Gold,Loyal,7,850.0,0.15,Medium (10-20%),5057.5,5057.5,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0224,2024-03-26,2024,3,Mar,1,P002,Mouse,ACCESSORIES,WEST,Hyderabad,Telangana,CUST040,Customer_40 Lastname_40,Premium,31-40,MALE,Silver,Loyal,6,850.0,0.17,Medium (10-20%),4233.0,4233.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0225,2024-05-20,2024,5,May,2,P006,Webcam,PERIPHERALS,WEST,Delhi,Delhi,CUST046,Customer_46 Lastname_46,Occasional,51+,MALE,Gold,Loyal,8,3200.0,0.01,Low (0-10%),25344.0,25344.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0226,2024-01-16,2024,1,Jan,1,P002,Mouse,PERIPHERALS,SOUTH,Chennai,Tamil Nadu,CUST096,Customer_96 Lastname_96,Occasional,41-50,OTHER,Bronze,Loyal,7,850.0,0.09,Low (0-10%),5414.5,5414.5,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0227,2024-07-04,2024,7,Jul,3,P008,SSD Drive,PERIPHERALS,EAST,Delhi,Delhi,CUST031,Customer_31 Lastname_31,Regular,31-40,MALE,Silver,Loyal,1,6500.0,0.03,Low (0-10%),6305.0,6305.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0228,2024-08-15,2024,8,Aug,3,P001,Laptop,ACCESSORIES,EAST,Hyderabad,Telangana,CUST058,Customer_58 Lastname_58,Occasional,41-50,FEMALE,Silver,Loyal,10,75000.0,0.04,Low (0-10%),720000.0,720000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0229,2024-05-07,2024,5,May,2,P003,Keyboard,PERIPHERALS,EAST,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,9,2500.0,0.09,Low (0-10%),20475.0,20475.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0230,2024-05-14,2024,5,May,2,P001,Laptop,PERIPHERALS,NORTH,Bangalore,Karnataka,CUST050,Customer_50 Lastname_50,Premium,31-40,OTHER,Silver,Loyal,3,75000.0,0.12,Medium (10-20%),198000.0,198000.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0231,2024-04-12,2024,4,Apr,2,P008,SSD Drive,PERIPHERALS,WEST,Kolkata,West Bengal,CUST037,Customer_37 Lastname_37,Regular,51+,OTHER,Gold,Loyal,4,6500.0,0.25,High (20%+),19500.0,19500.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0232,2024-12-15,2024,12,Dec,4,P003,Keyboard,ACCESSORIES,NORTH,Kolkata,West Bengal,CUST092,Customer_92 Lastname_92,Premium,51+,OTHER,Silver,Loyal,2,2500.0,0.11,Medium (10-20%),4450.0,4450.0,COMPLETED,False,False,2026-03-29 12:21:00.285000+00:00
TXN0233,2024-12-30,2024,12,Dec,4,P006,Webcam,ACCESSORIES,SOUTH,Pune,Maharashtra,CUST038,Customer_38 Lastname_38,Regular,31-40,FEMALE,Silver,Loyal,2,3200.0,0.14,Medium (10-20%),5504.0,5504.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0234,2024-09-09,2024,9,Sep,3,P006,Webcam,ELECTRONICS,SOUTH,Pune,Maharashtra,CUST026,Customer_26 Lastname_26,Occasional,51+,FEMALE,Gold,Loyal,9,3200.0,0.06,Low (0-10%),27072.0,27072.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0235,2024-11-09,2024,11,Nov,4,P006,Webcam,PERIPHERALS,SOUTH,Hyderabad,Telangana,CUST060,Customer_60 Lastname_60,Occasional,22-30,MALE,Gold,Loyal,9,3200.0,0.14,Medium (10-20%),24768.0,24768.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0236,2024-09-26,2024,9,Sep,3,P002,Mouse,PERIPHERALS,WEST,Kolkata,West Bengal,CUST092,Customer_92 Lastname_92,Premium,51+,OTHER,Silver,Loyal,5,850.0,0.1,Low (0-10%),3825.0,3825.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0237,2024-08-18,2024,8,Aug,3,P007,USB Hub,PERIPHERALS,NORTH,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,10,1200.0,0.02,Low (0-10%),11760.0,11760.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0238,2024-03-07,2024,3,Mar,1,P006,Webcam,PERIPHERALS,SOUTH,Pune,Maharashtra,CUST100,Customer_100 Lastname_100,Premium,22-30,MALE,Gold,Loyal,3,3200.0,0.22,High (20%+),7488.0,7488.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0239,2024-06-14,2024,6,Jun,2,P001,Laptop,ELECTRONICS,SOUTH,Ahmedabad,Gujarat,CUST039,Customer_39 Lastname_39,Occasional,41-50,OTHER,Gold,Loyal,2,75000.0,0.13,Medium (10-20%),130500.0,130500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0240,2024-11-21,2024,11,Nov,4,P006,Webcam,ACCESSORIES,SOUTH,Bangalore,Karnataka,CUST011,Customer_11 Lastname_11,Occasional,22-30,MALE,Gold,Loyal,9,3200.0,0.22,High (20%+),22464.0,22464.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0241,2024-09-14,2024,9,Sep,3,P005,Headphones,PERIPHERALS,NORTH,Delhi,Delhi,CUST079,Customer_79 Lastname_79,Regular,51+,MALE,Bronze,Loyal,3,4500.0,0.16,Medium (10-20%),11340.0,11340.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0242,2024-10-15,2024,10,Oct,4,P003,Keyboard,PERIPHERALS,EAST,Hyderabad,Telangana,CUST093,Customer_93 Lastname_93,Premium,51+,FEMALE,Gold,Loyal,3,2500.0,0.16,Medium (10-20%),6300.0,6300.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0243,2024-11-29,2024,11,Nov,4,P001,Laptop,PERIPHERALS,EAST,Pune,Maharashtra,CUST083,Customer_83 Lastname_83,Premium,22-30,OTHER,Silver,Loyal,2,75000.0,0.01,Low (0-10%),148500.0,148500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0244,2024-11-24,2024,11,Nov,4,P007,USB Hub,PERIPHERALS,EAST,Chennai,Tamil Nadu,CUST064,Customer_64 Lastname_64,Regular,41-50,OTHER,Gold,Loyal,10,1200.0,0.16,Medium (10-20%),10080.0,10080.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0245,2024-08-20,2024,8,Aug,3,P008,SSD Drive,ACCESSORIES,EAST,Chennai,Tamil Nadu,CUST088,Customer_88 Lastname_88,Regular,51+,MALE,Gold,Loyal,4,6500.0,0.2,Medium (10-20%),20800.0,20800.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0246,2024-06-23,2024,6,Jun,2,P001,Laptop,ACCESSORIES,SOUTH,Pune,Maharashtra,CUST062,Customer_62 Lastname_62,Regular,31-40,MALE,Silver,Loyal,3,75000.0,0.11,Medium (10-20%),200250.0,200250.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0247,2024-07-23,2024,7,Jul,3,P003,Keyboard,PERIPHERALS,EAST,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,6,2500.0,0.22,High (20%+),11700.0,11700.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0248,2024-03-03,2024,3,Mar,1,P006,Webcam,ELECTRONICS,WEST,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,9,3200.0,0.14,Medium (10-20%),24768.0,24768.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0249,2024-11-11,2024,11,Nov,4,P008,SSD Drive,ACCESSORIES,WEST,Pune,Maharashtra,CUST007,Customer_7 Lastname_7,Occasional,51+,FEMALE,Gold,Loyal,4,6500.0,0.04,Low (0-10%),24960.0,24960.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0250,2024-04-07,2024,4,Apr,2,P004,Monitor,PERIPHERALS,EAST,Hyderabad,Telangana,CUST074,Customer_74 Lastname_74,Regular,31-40,MALE,Bronze,Loyal,3,18000.0,0.2,Medium (10-20%),43200.0,43200.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0251,2024-02-16,2024,2,Feb,1,P008,SSD Drive,ACCESSORIES,NORTH,Hyderabad,Telangana,CUST040,Customer_40 Lastname_40,Premium,31-40,MALE,Silver,Loyal,9,6500.0,0.12,Medium (10-20%),51480.0,51480.0,RETURNED,True,True,2026-03-29 12:21:00.285000+00:00
TXN0252,2024-05-24,2024,5,May,2,P008,SSD Drive,ELECTRONICS,NORTH,Delhi,Delhi,CUST046,Customer_46 Lastname_46,Occasional,51+,MALE,Gold,Loyal,4,6500.0,0.05,Low (0-10%),24700.0,24700.0,RETURNED,True,False,2026-03-29 12:21:00.285000+00:00
TXN0253,2024-05-15,2024,5,May,2,P008,SSD Drive,ACCESSORIES,SOUTH,Hyderabad,Telangana,CUST014,Customer_14 Lastname_14,Premium,41-50,OTHER,Bronze,Loyal,5,6500.0,0.13,Medium (10-20%),28275.0,28275.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0254,2024-07-04,2024,7,Jul,3,P007,USB Hub,PERIPHERALS,SOUTH,Pune,Maharashtra,CUST007,Customer_7 Lastname_7,Occasional,51+,FEMALE,Gold,Loyal,6,1200.0,0.01,Low (0-10%),7128.0,7128.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0255,2024-11-15,2024,11,Nov,4,P005,Headphones,PERIPHERALS,EAST,Hyderabad,Telangana,CUST058,Customer_58 Lastname_58,Occasional,41-50,FEMALE,Silver,Loyal,2,4500.0,0.1,Low (0-10%),8100.0,8100.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0256,2024-10-12,2024,10,Oct,4,P002,Mouse,ACCESSORIES,EAST,Delhi,Delhi,CUST051,Customer_51 Lastname_51,Occasional,41-50,FEMALE,Silver,Loyal,3,850.0,0.24,High (20%+),1938.0,1938.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0257,2024-01-24,2024,1,Jan,1,P003,Keyboard,PERIPHERALS,NORTH,Kolkata,West Bengal,CUST052,Customer_52 Lastname_52,Regular,22-30,FEMALE,Silver,Loyal,4,2500.0,0.15,Medium (10-20%),8500.0,8500.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0258,2024-11-06,2024,11,Nov,4,P003,Keyboard,ACCESSORIES,SOUTH,Chennai,Tamil Nadu,CUST067,Customer_67 Lastname_67,Premium,41-50,OTHER,Gold,Loyal,6,2500.0,0.2,Medium (10-20%),12000.0,12000.0,PENDING,False,True,2026-03-29 12:21:00.285000+00:00
TXN0259,2024-11-11,2024,11,Nov,4,P003,Keyboard,ELECTRONICS,WEST,Kolkata,West Bengal,CUST041,Customer_41 Lastname_41,Occasional,31-40,OTHER,Silver,Loyal,6,2500.0,0.23,High (20%+),11550.0,11550.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0260,2024-08-31,2024,8,Aug,3,P006,Webcam,ACCESSORIES,EAST,Hyderabad,Telangana,CUST069,Customer_69 Lastname_69,Premium,51+,MALE,Bronze,Loyal,9,3200.0,0.21,High (20%+),22752.0,22752.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0261,2024-12-18,2024,12,Dec,4,P006,Webcam,PERIPHERALS,EAST,Hyderabad,Telangana,CUST054,Customer_54 Lastname_54,Premium,51+,MALE,Gold,Loyal,6,3200.0,0.17,Medium (10-20%),15936.0,15936.0,COMPLETED,False,True,2026-03-29 12:21:00.285000+00:00
TXN0262,2024-01-27,2024,1,Jan,1,P008,SSD Drive,PERIPHERALS,SOUTH,Pune,Maharashtra,CUST100,Customer_100 Lastname_100,Premium,22-30,MALE,Gold,Loyal,5,6500.0,0.24,High (20%+),24700.0,24700.0,PENDING,False,False,2026-03-29 12:21:00.285000+00:00
